new_index,s_time,e_time,delta_time,old_index
20233,44520,48660,3600,1480
20234,44520,45720,16800,467
20235,44520,46140,4320,1107
20236,44520,47940,26040,200
20237,44520,46200,15840,551
20238,44520,47820,25920,201
20239,44520,49200,25500,342
20240,44520,47820,5640,1174
20241,44520,45600,3720,1118
20242,44520,47580,4680,1339
20243,44520,46980,5400,1060
20244,44520,46020,3840,1147
20245,44520,46500,5820,802
20246,44520,45240,8400,687
20247,44520,45540,3840,1085
20248,44580,46440,5820,884
20249,44580,45480,4980,778
20250,44580,47520,5040,1251
20251,44580,48180,22080,297
20252,44580,45480,2700,1387
20253,44580,45480,4620,948
20254,44580,48180,24840,251
20255,44580,48180,6480,1007
20256,44580,50040,38880,159
20257,44580,46320,5520,883
20258,44580,51120,25920,315
20259,44580,47520,4980,1224
20260,44580,50040,41580,127
20261,44580,48420,5400,1353
20262,44580,47580,5940,1247
20263,44580,49140,12180,685
20264,44580,49140,12180,686
20265,44580,47520,7200,810
20266,44580,46920,3240,1355
20267,44580,49560,6060,1391
20268,44580,45120,6000,708
20269,44640,46200,43920,10
20270,44640,48300,8640,730
20271,44640,48300,16140,578
20272,44640,47460,8400,706
20273,44640,45180,5460,731
20274,44640,48480,44040,62
20275,44640,48480,43740,89
20276,44640,49560,25440,276
20277,44640,48900,5760,1334
20278,44640,47400,16140,577
20279,44640,49320,26640,230
20280,44640,48120,26400,194
20281,44640,49320,26640,229
20282,44640,46560,23940,215
20283,44640,45600,5040,838
20284,44640,46920,7740,709
20285,44640,46200,5040,922
20286,44640,46620,8640,693
20287,44640,46620,8640,692
20288,44640,46200,4800,1015
20289,44640,46200,4320,1054
20290,44640,49560,24840,266
20291,44640,47220,3480,1418
20292,44640,46620,5760,900
20293,44640,45660,5100,772
20294,44640,45480,5040,822
20295,44640,46260,5760,906
20296,44640,48480,43140,142
20297,44640,47160,23340,243
20298,44640,45840,5760,765
20299,44640,45600,5580,770
20300,44640,48180,5760,1106
20301,44640,49020,26400,220
20302,44640,49020,26400,222
20303,44640,45900,5040,907
20304,44640,46980,4440,1239
20305,44640,45300,5340,784
20306,44640,47580,5340,1131
20307,44640,46200,43920,11
20308,44640,45360,5760,745
20309,44640,46980,5040,1229
20310,44640,45960,3000,1318
20311,44640,48120,5760,1281
20312,44640,47580,5940,1066
20313,44640,46680,4320,1201
20314,44640,46020,5760,776
20315,44640,46860,5760,963
20316,44640,49800,26100,261
20317,44640,47880,44640,21
20318,44640,49560,25440,275
20319,44640,45420,0,1491
20320,44640,50160,26640,254
20321,44640,47340,4920,1286
20322,44640,48720,5940,1268
20323,44640,50160,26640,255
20324,44640,45120,6180,703
20325,44640,47940,5760,1137
20326,44640,48180,44280,36
20327,44640,46080,4080,1093
20328,44640,47700,6000,990
20329,44700,48480,24000,295
20330,44700,45720,4500,1031
20331,44700,45660,4500,972
20332,44700,48480,5340,1357
20333,44700,51660,19440,646
20334,44700,45720,5100,909
20335,44700,47160,6000,965
20336,44700,45600,5880,739
20337,44700,48480,24000,294
20338,44700,45720,5040,796
20339,44700,47220,4200,1308
20340,44700,47760,5520,1232
20341,44700,47700,6000,1081
20342,44700,47700,5820,1050
20343,44700,47700,6000,1012
20344,44700,46200,4500,1004
20345,44700,47700,4800,1255
20346,44700,47640,5400,1207
20347,44700,47460,4800,1203
20348,44700,46260,8400,690
20349,44700,46260,5760,854
20350,44700,47640,6000,1057
20351,44700,46260,4500,989
20352,44700,47640,17280,539
20353,44700,46320,5400,871
20354,44700,46260,6000,843
20355,44700,47460,16200,556
20356,44700,47580,6000,1064
20357,44700,47580,3600,1425
20358,44700,46320,5400,918
20359,44700,46320,5400,960
20360,44700,47820,6000,1125
20361,44700,51840,42000,107
20362,44700,46080,5400,901
20363,44700,47880,26100,197
20364,44700,47220,5700,1008
20365,44700,48420,5400,1344
20366,44700,48360,5100,1321
20367,44700,45780,4500,997
20368,44700,45780,5400,775
20369,44700,48300,6000,1175
20370,44700,45840,5400,793
20371,44700,48240,5700,1271
20372,44700,46500,6000,803
20373,44700,48240,4800,1388
20374,44700,45840,6000,752
20375,44700,45900,4800,1117
20376,44700,46500,18900,401
20377,44700,45900,5940,763
20378,44700,48180,23100,290
20379,44700,45900,5820,820
20380,44700,48000,5700,1284
20381,44700,45960,5400,855
20382,44700,53220,8460,1467
20383,44700,47340,8100,729
20384,44700,46080,3300,1341
20385,44700,47880,6000,1098
20386,44700,46080,17100,472
20387,44700,47880,6000,996
20388,44700,47880,26100,196
20389,44700,46560,5760,890
20390,44700,45720,5100,812
20391,44700,45480,5100,847
20392,44700,45600,2400,1346
20393,44700,49980,24840,314
20394,44700,46740,7200,722
20395,44700,46740,6000,815
20396,44700,49740,24900,303
20397,44700,49560,5040,1412
20398,44700,49080,6000,1349
20399,44700,49320,26700,221
20400,44700,46860,7800,723
20401,44700,50940,6900,1443
20402,44700,46620,4620,1096
20403,44700,49620,6000,1283
20404,44700,45120,5880,712
20405,44700,47040,5400,1073
20406,44700,50220,26100,272
20407,44700,48900,7500,1016
20408,44700,46740,4800,1101
20409,44700,45480,4800,860
20410,44700,49620,23400,305
20411,44700,45480,3780,1006
20412,44700,46680,6000,873
20413,44700,50340,2820,1523
20414,44700,49440,17400,595
20415,44700,49440,6000,1369
20416,44700,46920,6000,870
20417,44700,48840,41100,154
20418,44700,45600,3600,1116
20419,44700,48660,8100,781
20420,44700,50640,26400,279
20421,44700,45360,4680,869
20422,44700,49800,6000,1428
20423,44700,46980,4800,1190
20424,44700,46680,7800,700
20425,44700,46980,4140,1310
20426,44700,45600,4500,924
20427,44700,45360,6300,707
20428,44700,50580,22500,399
20429,44700,49080,5100,1442
20430,44760,48600,17160,659
20431,44760,46320,3600,1277
20432,44760,46200,5640,859
20433,44760,46320,44460,1
20434,44760,47760,15960,600
20435,44760,47280,5760,1048
20436,44760,48480,5580,1307
20437,44760,46260,19200,386
20438,44760,47880,2100,1504
20439,44760,46440,5400,949
20440,44760,48780,6060,1253
20441,44760,49020,17160,658
20442,44760,47400,5520,1069
20443,44760,48540,43860,90
20444,44760,47820,7620,756
20445,44760,45660,5400,842
20446,44760,46860,1620,1485
20447,44760,46560,5400,969
20448,44760,48060,5760,1269
20449,44760,48420,24960,253
20450,44760,46140,42060,45
20451,44760,46380,5580,954
20452,44760,48480,5760,1260
20453,44820,47040,6120,912
20454,44820,45780,2700,1331
20455,44820,49320,26460,239
20456,44820,47280,6120,879
20457,44820,47520,5040,1259
20458,44820,47760,720,1524
20459,44820,45480,5400,768
20460,44820,49920,44220,62
20461,44820,47520,5820,1017
20462,44820,48660,44220,62
20463,44820,47040,5820,895
20464,44820,48600,21420,394
20465,44820,48600,21420,396
20466,44820,48120,5400,1270
20467,44820,46200,5940,830
20468,44820,47040,43020,18
20469,44820,48660,43320,142
20470,44820,48540,5220,1382
20471,44820,46500,25200,189
20472,44880,47640,3600,1429
20473,44880,47640,6480,1077
20474,44880,46500,22260,271
20475,44880,45780,4920,902
20476,44880,45960,6240,743
20477,44880,47700,5880,1030
20478,44880,53400,8640,1467
20479,44880,47280,6000,992
20480,44880,46740,6240,867
20481,44880,47760,5880,1063
20482,44880,48060,6000,1065
20483,44880,46440,6120,813
20484,44880,45360,1500,1460
20485,44880,48600,4140,1453
20486,44880,47520,24780,232
20487,44880,50160,17280,659
20488,44880,50160,17280,658
20489,44880,48780,26460,211
20490,44880,48780,26460,213
20491,44880,47220,3600,1401
20492,44880,50100,24480,331
20493,44880,45780,22680,244
20494,44880,47520,24780,231
20495,44880,45720,3960,1095
20496,44880,47220,17400,498
20497,44880,46260,12000,670
20498,44880,45720,5760,762
20499,44880,45720,5760,754
20500,44880,45720,4860,903
20501,44880,46800,24480,210
20502,44880,46800,24480,212
20503,44880,45600,5280,764
20504,44880,46800,5400,974
20505,44880,52080,25080,322
20506,44880,46560,5760,885
20507,44880,49860,6360,1391
20508,44880,49560,26280,272
20509,44940,49320,26700,220
20510,44940,47280,20940,340
20511,44940,49560,26880,224
20512,44940,46740,23340,235
20513,44940,46080,5640,851
20514,44940,47460,24360,245
20515,44940,47520,6180,1025
20516,44940,45600,42840,24
20517,44940,49380,18780,490
20518,44940,51720,19140,623
20519,44940,48120,5220,1306
20520,44940,46800,6180,884
20521,44940,47700,6420,1032
20522,44940,47520,5760,1090
20523,44940,48540,25200,251
20524,44940,46200,5340,899
20525,44940,45600,5640,744
20526,44940,49560,26880,228
20527,44940,48540,5640,1257
20528,44940,46260,4200,1170
20529,44940,47940,6480,995
20530,44940,45180,6480,703
20531,44940,48420,5040,1399
20532,44940,48780,5940,1336
20533,44940,49320,26700,222
20534,44940,45480,5700,737
20535,44940,47700,4140,1351
20536,45000,46080,6300,735
20537,45000,47880,6000,1225
20538,45000,49980,45000,57
20539,45000,49260,8880,736
20540,45000,46140,5400,862
20541,45000,46140,6000,816
20542,45000,54120,5400,1539
20543,45000,50640,27000,260
20544,45000,47820,6300,1059
20545,45000,47820,6000,1145
20546,45000,47820,6600,953
20547,45000,47820,6000,1139
20548,45000,49200,0,1541
20549,45000,49920,6300,1389
20550,45000,47520,5400,1200
20551,45000,47520,16200,622
20552,45000,49800,10800,704
20553,45000,47520,6000,1045
20554,45000,49800,27000,237
20555,45000,47880,18300,503
20556,45000,46080,5400,829
20557,45000,49800,24300,296
20558,45000,46080,5400,886
20559,45000,47880,6000,1159
20560,45000,49260,6000,1302
20561,45000,47880,6000,1148
20562,45000,47820,6120,1083
20563,45000,47820,5400,1254
20564,45000,47520,6000,1033
20565,45000,49740,3120,1512
20566,45000,47820,21600,394
20567,45000,58260,16200,1158
20568,45000,47820,8760,706
20569,45000,49260,26040,257
20570,45000,47880,5400,1162
20571,45000,47880,6000,1079
20572,45000,47880,3600,1436
20573,45000,49860,20700,480
20574,45000,49560,12600,685
20575,45000,50100,27000,246
20576,45000,49440,26400,241
20577,45000,50340,5400,1481
20578,45000,46200,3600,1272
20579,45000,50100,27000,247
20580,45000,47700,6120,1192
20581,45000,49440,27000,216
20582,45000,46200,12120,670
20583,45000,49620,27000,221
20584,45000,46200,3780,1266
20585,45000,47700,4500,1352
20586,45000,46080,4800,933
20587,45000,49500,6300,1405
20588,45000,47700,5400,1220
20589,45000,46200,12600,663
20590,45000,50160,5400,1461
20591,45000,47640,6180,986
20592,45000,47640,6300,1039
20593,45000,47640,6000,1115
20594,45000,46260,6000,786
20595,45000,47640,5400,1229
20596,45000,47640,23400,284
20597,45000,47640,23400,282
20598,45000,49440,6300,1354
20599,45000,49560,5400,1386
20600,45000,47640,22500,293
20601,45000,49560,6120,1380
20602,45000,49560,45000,52
20603,45000,49500,43200,87
20604,45000,50220,21600,462
20605,45000,49560,12600,686
20606,45000,47520,7200,841
20607,45000,50040,25200,303
20608,45000,47820,16920,547
20609,45000,46320,5400,925
20610,45000,47820,5400,1224
20611,45000,46140,4200,1171
20612,45000,46320,5220,939
20613,45000,49320,45000,41
20614,45000,46260,4500,1143
20615,45000,49680,42000,108
20616,45000,47760,6000,1129
20617,45000,47580,5280,1165
20618,45000,49320,5400,1452
20619,45000,50520,18000,648
20620,45000,47580,7200,818
20621,45000,47760,6000,1087
20622,45000,49440,5400,1375
20623,45000,49380,25200,278
20624,45000,49680,16200,664
20625,45000,50400,6000,1444
20626,45000,49380,5400,1414
20627,45000,49680,5400,1447
20628,45000,46260,3600,1265
20629,45000,47580,7200,819
20630,45000,47760,5400,1217
20631,45000,49680,22800,381
20632,45000,49380,5400,1373
20633,45000,49380,25200,277
20634,45000,46080,19800,350
20635,45000,48060,7200,937
20636,45000,50640,27000,259
20637,45000,48300,6000,1185
20638,45000,51180,4800,1519
20639,45000,45780,3000,1320
20640,45000,48360,6360,1238
20641,45000,48360,6000,1230
20642,45000,48360,5400,1298
20643,45000,45480,4800,865
20644,45000,51180,6000,1484
20645,45000,48840,44400,62
20646,45000,48840,43500,142
20647,45000,48420,45000,27
20648,45000,48840,16800,632
20649,45000,48420,6300,1089
20650,45000,48420,6000,1244
20651,45000,45720,6120,725
20652,45000,48780,7200,1173
20653,45000,48420,6300,1199
20654,45000,48780,20400,448
20655,45000,45780,5400,795
20656,45000,45780,5700,779
20657,45000,48240,45000,21
20658,45000,45840,4620,973
20659,45000,48900,5460,1251
20660,45000,45840,5160,935
20661,45000,45840,5460,798
20662,45000,48900,6000,1289
20663,45000,45480,4860,881
20664,45000,45780,5400,811
20665,45000,48300,6000,1267
20666,45000,48300,6000,1261
20667,45000,48300,5880,1248
20668,45000,48300,2340,1511
20669,45000,51120,14400,682
20670,45000,45480,15300,538
20671,45000,48300,26400,201
20672,45000,48300,16200,625
20673,45000,45840,6540,714
20674,45000,52440,43200,129
20675,45000,48780,27000,195
20676,45000,48480,17400,591
20677,45000,48660,3600,1482
20678,45000,45600,5400,780
20679,45000,48660,22800,301
20680,45000,48660,5820,1297
20681,45000,45600,6240,740
20682,45000,48540,6000,1186
20683,45000,45600,5340,823
20684,45000,45600,19800,335
20685,45000,48720,5880,1367
20686,45000,48660,17100,619
20687,45000,45600,5400,778
20688,45000,48600,5400,1358
20689,45000,45600,19800,334
20690,45000,45600,1800,1417
20691,45000,51600,21600,522
20692,45000,48600,6300,1293
20693,45000,45600,5400,809
20694,45000,45600,5760,726
20695,45000,48660,17100,620
20696,45000,45720,6300,720
20697,45000,45540,0,1493
20698,45000,48780,20400,450
20699,45000,48480,5520,1312
20700,45000,48780,8400,783
20701,45000,48780,6000,1287
20702,45000,48780,23400,309
20703,45000,48480,18000,554
20704,45000,48780,6120,1326
20705,45000,48780,5400,1392
20706,45000,48540,16200,645
20707,45000,48720,5700,1314
20708,45000,45720,5400,773
20709,45000,51420,27000,291
20710,45000,48720,6180,1252
20711,45000,48540,44640,36
20712,45000,48540,16200,644
20713,45000,45720,3780,1134
20714,45000,46080,19800,351
20715,45000,48960,7200,1202
20716,45000,48240,27000,187
20717,45000,49140,27000,206
20718,45000,45960,6240,753
20719,45000,45960,5400,828
20720,45000,48060,5700,1168
20721,45000,45960,8400,688
20722,45000,48060,6120,1046
20723,45000,49080,6300,1327
20724,45000,45960,3600,1214
20725,45000,49140,6600,1209
20726,45000,45960,5400,831
20727,45000,45960,5400,833
20728,45000,45960,5400,857
20729,45000,48060,3600,1435
20730,45000,45960,6000,742
20731,45000,45960,4500,1019
20732,45000,48060,3720,1457
20733,45000,50820,5400,1499
20734,45000,45900,3600,1205
20735,45000,45900,3600,1236
20736,45000,48060,6000,1193
20737,45000,48120,5100,1181
20738,45000,49140,5400,1420
20739,45000,47940,5460,1251
20740,45000,50640,25200,322
20741,45000,47940,7200,957
20742,45000,46080,3000,1301
20743,45000,46020,0,1509
20744,45000,46020,12600,663
20745,45000,46020,4500,1005
20746,45000,47940,6600,981
20747,45000,49200,3600,1507
20748,45000,53580,24480,459
20749,45000,50700,19800,581
20750,45000,48000,5400,1288
20751,45000,48000,8100,755
20752,45000,50700,5400,1479
20753,45000,45480,6000,719
20754,45000,45900,5100,892
20755,45000,48120,6000,1124
20756,45000,45900,5400,852
20757,45000,50940,7200,1411
20758,45000,52620,19800,657
20759,45000,45420,4500,936
20760,45000,48180,6120,1174
20761,45000,49020,5400,1378
20762,45000,52560,21000,422
20763,45000,49020,5580,1371
20764,45000,45900,4800,920
20765,45000,45420,3900,1034
20766,45000,48180,6000,1191
20767,45000,45900,5400,836
20768,45000,48180,6000,1195
20769,45000,45900,4500,1055
20770,45000,45840,9000,683
20771,45000,45840,9000,684
20772,45000,48960,6000,1294
20773,45000,45840,6600,711
20774,45000,48960,23400,281
20775,45000,45360,5400,769
20776,45000,45900,5400,827
20777,45000,49020,27000,204
20778,45000,48120,5400,1317
20779,45000,49080,18300,502
20780,45000,45900,4500,1022
20781,45000,49080,5400,1394
20782,45000,49080,6300,1233
20783,45000,48120,44400,33
20784,45000,48120,44400,32
20785,45000,48120,6000,1150
20786,45000,45900,5400,834
20787,45000,48180,5400,1309
20788,45000,49080,27000,205
20789,45000,49080,5400,1402
20790,45000,45420,19200,349
20791,45000,48120,6600,1080
20792,45000,45420,6000,718
20793,45000,50880,5400,1492
20794,45000,49020,27000,202
20795,45000,49020,5400,1400
20796,45000,46860,4500,1138
20797,45000,48300,3600,1458
20798,45000,47220,21600,330
20799,45000,46500,4500,1099
20800,45000,46980,8100,723
20801,45000,47340,6000,978
20802,45000,46980,6000,976
20803,45000,46740,5400,967
20804,45000,46740,6000,866
20805,45000,46560,5040,1047
20806,45000,47160,6300,915
20807,45000,46740,6000,861
20808,45000,47160,12480,671
20809,45000,47340,3660,1355
20810,45000,47160,6000,975
20811,45000,46740,4500,1197
20812,45000,46980,7200,732
20813,45000,46860,3600,1362
20814,45000,46500,5400,945
20815,45000,46980,24780,203
20816,45000,46860,6000,941
20817,45000,47220,19200,427
20818,45000,47340,6300,951
20819,45000,47220,19200,428
20820,45000,46560,3900,1258
20821,45000,46980,4800,1076
20822,45000,46680,4800,989
20823,45000,46560,5400,970
20824,45000,46740,6300,806
20825,45000,46740,5400,1041
20826,45000,46560,6300,766
20827,45000,46740,4800,1031
20828,45000,47220,6300,863
20829,45000,46740,5400,998
20830,45000,47220,5400,1058
20831,45000,46560,5400,966
20832,45000,46740,5760,934
20833,45000,47220,21000,341
20834,45000,46500,6300,802
20835,45000,46740,6180,849
20836,45000,46560,3720,1219
20837,45000,47220,8100,702
20838,45000,46740,4800,1120
20839,45000,46500,4500,1180
20840,45000,46560,5340,1001
20841,45000,46920,1800,1474
20842,45000,46560,5100,980
20843,45000,46560,5940,804
20844,45000,46500,5400,952
20845,45000,47340,5400,1092
20846,45000,46680,6480,894
20847,45000,46380,5400,911
20848,45000,46800,3600,1368
20849,45000,46440,3600,1282
20850,45000,47280,3300,1430
20851,45000,47040,4680,1201
20852,45000,46500,4800,1107
20853,45000,46500,5520,1010
20854,45000,47040,6000,921
20855,45000,47040,4200,1149
20856,45000,47040,6000,889
20857,45000,47400,24900,208
20858,45000,46620,6600,791
20859,45000,46380,27000,169
20860,45000,46860,21600,306
20861,45000,47340,0,1527
20862,45000,46800,2760,1376
20863,45000,46440,19200,401
20864,45000,46860,4800,989
20865,45000,47040,6300,864
20866,45000,46380,0,1517
20867,45000,47400,5400,1166
20868,45000,46320,2160,1440
20869,45000,47280,5400,1142
20870,45000,46380,27000,170
20871,45000,47040,8700,695
20872,45000,46620,6600,750
20873,45000,47460,5400,1167
20874,45000,47340,5040,983
20875,45000,46620,5220,1042
20876,45000,47460,3600,1419
20877,45000,46380,5400,888
20878,45000,46980,3000,1424
20879,45000,46680,26400,177
20880,45000,47280,5400,1084
20881,45000,46440,5760,875
20882,45000,46680,5880,938
20883,45000,47100,43200,20
20884,45000,46680,1800,1465
20885,45000,46680,6000,837
20886,45000,46980,3600,1342
20887,45000,47220,19800,408
20888,45000,46980,27000,174
20889,45000,47100,6300,876
20890,45000,46620,1620,1477
20891,45000,46800,5400,991
20892,45000,46980,27000,173
20893,45000,46380,1860,1463
20894,45000,46620,5400,940
20895,45000,47100,6300,848
20896,45060,50340,25200,314
20897,45060,46680,6120,854
20898,45060,49080,5580,1330
20899,45060,46560,6480,760
20900,45060,47460,2220,1472
20901,45060,45660,6000,751
20902,45060,47820,6480,1021
20903,45060,46200,22560,258
20904,45060,46380,5220,971
20905,45060,46080,5640,801
20906,45060,46560,5460,962
20907,45060,48180,4860,1329
20908,45060,46440,2220,1431
20909,45060,47940,5040,1218
20910,45060,46080,5160,964
20911,45120,46020,4620,1044
20912,45120,46320,17400,466
20913,45120,47100,6240,900
20914,45120,47880,5640,1188
20915,45120,46320,6240,776
20916,45120,49320,6000,1367
20917,45120,46320,17400,467
20918,45120,45540,3840,1136
20919,45120,48600,26880,194
20920,45120,46980,6180,890
20921,45120,50760,15900,675
20922,45120,51660,26460,315
20923,45120,48240,6720,1056
20924,45120,50040,25920,275
20925,45120,46080,6300,739
20926,45120,45540,6300,712
20927,45120,46140,5400,877
20928,45120,50040,25920,276
20929,45120,46320,6240,765
20930,45120,49200,23520,268
20931,45120,48000,6000,1152
20932,45120,46380,6240,745
20933,45120,53640,3300,1547
20934,45120,48540,2580,1506
20935,45120,46500,24000,218
20936,45120,45780,6720,707
20937,45120,45720,0,1503
20938,45120,45900,3900,1114
20939,45120,46680,4560,1151
20940,45120,46680,43020,22
20941,45120,46860,5820,993
20942,45120,45900,6300,734
20943,45120,47760,5880,1110
20944,45120,51960,26100,342
20945,45120,47760,3600,1441
20946,45120,49500,44220,89
20947,45180,46620,780,1476
20948,45180,46740,5040,1014
20949,45180,46680,6300,820
20950,45180,47520,6360,979
20951,45180,46980,23580,233
20952,45180,46680,44280,13
20953,45180,49740,19200,560
20954,45180,45840,5760,785
20955,45180,47460,4680,1280
20956,45180,45540,5820,738
20957,45180,51360,6180,1456
20958,45180,48780,6240,1328
20959,45180,49020,43680,142
20960,45180,49020,44580,62
20961,45180,45900,5640,772
20962,45180,46680,24780,192
20963,45180,49020,23580,273
20964,45180,46680,44280,12
20965,45180,47040,5940,947
20966,45180,48660,6540,1247
20967,45180,46800,5280,1038
20968,45180,46920,4860,1160
20969,45180,46920,42480,45
20970,45180,46560,2940,1410
20971,45180,49380,6480,1300
20972,45180,46380,4320,1169
20973,45180,46740,5340,1015
20974,45240,49620,27000,222
20975,45240,48960,8280,914
20976,45240,48600,2040,1518
20977,45240,48000,6240,1113
20978,45240,46920,5880,949
20979,45240,46500,4560,1147
20980,45240,48180,5400,1339
20981,45240,46440,5340,1117
20982,45240,46140,5280,902
20983,45240,47400,7200,788
20984,45240,48900,6360,1281
20985,45240,47220,6480,884
20986,45240,52260,23700,430
20987,45240,55140,6540,1538
20988,45240,46740,5040,1031
20989,45240,48900,25440,253
20990,45240,50400,6480,1398
20991,45240,49020,22380,288
20992,45240,48060,7800,807
20993,45240,45900,9120,687
20994,45240,46140,3840,1189
20995,45240,49440,8040,1016
20996,45240,45480,6120,724
20997,45240,47760,22200,325
20998,45240,48660,5100,1395
20999,45240,49620,27000,220
21000,45240,49620,23640,313
21001,45240,48600,5280,1385
21002,45240,47640,6240,895
21003,45300,45780,4200,1154
21004,45300,48900,19500,508
21005,45300,48360,5400,1322
21006,45300,46140,6000,784
21007,45300,45900,6300,733
21008,45300,46020,5100,924
21009,45300,47940,25200,232
21010,45300,48480,23100,287
21011,45300,47820,6660,990
21012,45300,45600,4380,1006
21013,45300,48360,6600,1109
21014,45300,46140,6000,779
21015,45300,47880,6000,1082
21016,45300,46500,5220,882
21017,45300,51780,22680,463
21018,45300,48240,6300,1163
21019,45300,48480,24900,236
21020,45300,48660,6000,1274
21021,45300,48060,5700,1235
21022,45300,45720,5400,805
21023,45300,48900,25560,251
21024,45300,46680,4500,1223
21025,45300,46440,6600,752
21026,45300,48420,5400,1390
21027,45300,48420,2640,1504
21028,45300,48300,6300,1078
21029,45300,47220,6420,900
21030,45300,47880,23700,262
21031,45300,47220,4200,1316
21032,45300,48000,5940,1206
21033,45300,47280,4500,1292
21034,45300,48000,6300,1133
21035,45300,48000,4440,1377
21036,45300,47280,6300,931
21037,45300,48720,24000,305
21038,45300,48720,19200,493
21039,45300,48780,5520,1370
21040,45300,47820,6300,968
21041,45300,48600,7200,1013
21042,45300,48780,9000,727
21043,45300,47220,24300,207
21044,45300,47940,6000,1062
21045,45300,48300,19200,476
21046,45300,48240,5700,1243
21047,45300,48300,6900,985
21048,45300,48000,6300,1102
21049,45300,48240,6000,1164
21050,45300,46140,5400,856
21051,45300,47400,6000,977
21052,45300,47820,5700,1119
21053,45300,47820,6300,1130
21054,45300,46080,6180,749
21055,45300,48300,45000,23
21056,45300,47280,6000,999
21057,45300,47940,25200,231
21058,45300,47280,6000,955
21059,45300,46140,4200,1153
21060,45300,48300,19200,477
21061,45300,51240,27000,279
21062,45300,48300,6300,1127
21063,45300,47220,26100,186
21064,45300,48780,7200,1007
21065,45300,48780,6000,1226
21066,45300,48780,27000,198
21067,45300,47820,6000,1011
21068,45300,48000,6120,1090
21069,45300,45900,6000,758
21070,45300,47820,22680,271
21071,45300,48060,6300,1184
21072,45300,49620,9000,916
21073,45300,50460,22500,414
21074,45300,47520,5460,1104
21075,45300,50460,16800,665
21076,45300,49080,6000,1319
21077,45300,49380,6000,1324
21078,45300,47040,0,1525
21079,45300,49380,7200,1121
21080,45300,46860,4500,1172
21081,45300,46920,6000,918
21082,45300,49680,6000,1403
21083,45300,49680,6000,1404
21084,45300,47460,6660,867
21085,45300,47460,5400,1241
21086,45300,47580,6600,873
21087,45300,49080,6780,1213
21088,45300,50040,7200,1245
21089,45300,49920,6600,1381
21090,45300,50040,6300,1372
21091,45300,46260,6000,858
21092,45300,46320,6360,771
21093,45300,46320,5400,897
21094,45300,46260,5400,878
21095,45300,49260,3900,1489
21096,45300,49140,22200,337
21097,45300,49740,7200,1264
21098,45300,49260,6600,1253
21099,45300,47520,5220,1231
21100,45300,47460,5820,974
21101,45300,46320,5400,860
21102,45300,47640,5400,1198
21103,45300,47460,25200,209
21104,45300,49380,6000,1335
21105,45300,50340,25200,312
21106,45300,46800,6600,790
21107,45300,47460,6300,929
21108,45300,50100,6120,1407
21109,45300,49560,6000,1396
21110,45300,46200,23280,219
21111,45300,50340,23580,383
21112,45300,46920,4740,1093
21113,45300,49560,9000,824
21114,45300,49440,17100,632
21115,45300,49920,27300,221
21116,45300,47580,5400,1212
21117,45300,50340,25500,303
21118,45300,46140,4800,1024
21119,45300,48960,6900,1155
21120,45300,46260,5100,972
21121,45300,50160,41700,154
21122,45300,47040,0,1526
21123,45360,46020,5760,764
21124,45360,47940,20160,343
21125,45360,47880,25200,225
21126,45360,46920,6720,814
21127,45360,48600,45360,21
21128,45360,47580,8460,709
21129,45360,50580,24960,331
21130,45360,53880,9120,1467
21131,45360,49560,44460,89
21132,45360,48300,6060,1131
21133,45360,49200,44760,62
21134,45360,49980,26880,242
21135,45360,49740,5760,1446
21136,45360,47640,24660,215
21137,45360,46740,5760,922
21138,45360,45960,5940,768
21139,45360,50640,4800,1505
21140,45360,47100,4200,1277
21141,45360,49980,27300,228
21142,45360,47880,6480,1050
21143,45360,50040,27360,230
21144,45360,46260,5400,948
21145,45360,49860,27000,239
21146,45360,48240,6480,1106
21147,45360,46740,22740,267
21148,45360,46560,6720,743
21149,45360,47220,6720,853
21150,45360,50340,6840,1391
21151,45360,48480,6480,1137
21152,45360,50040,27360,229
21153,45360,45780,22680,248
21154,45360,49620,17760,658
21155,45360,48360,6660,1066
21156,45360,48300,5760,1229
21157,45360,48300,22860,297
21158,45360,46860,6240,859
21159,45360,46920,44640,11
21160,45360,47460,24060,243
21161,45360,46920,44640,10
21162,45360,49560,6480,1334
21163,45360,47880,5040,1295
21164,45360,47280,9660,689
21165,45360,49980,27300,224
21166,45360,49200,43860,142
21167,45360,46140,720,1491
21168,45360,47520,6540,1029
21169,45360,46380,5760,822
21170,45360,48900,45000,36
21171,45360,50880,27360,255
21172,45360,46620,5760,907
21173,45360,48900,6660,1268
21174,45360,46680,6480,830
21175,45360,48900,4800,1439
21176,45360,46500,5760,797
21177,45360,47400,6480,963
21178,45360,46200,6240,762
21179,45360,48780,4200,1418
21180,45360,50880,27360,254
21181,45360,48780,44460,90
21182,45360,45900,6120,737
21183,45360,49140,16860,578
21184,45360,48120,5640,1286
21185,45360,50820,21600,485
21186,45360,46860,5760,844
21187,45360,47460,5160,1239
21188,45360,48780,26880,200
21189,45360,48720,16860,577
21190,45360,46980,5040,1054
21191,45360,46320,5760,838
21192,45420,49320,27000,211
21193,45420,46740,5340,994
21194,45420,47220,24420,214
21195,45420,50640,21600,474
21196,45420,49980,13020,685
21197,45420,49320,27000,213
21198,45420,47880,6300,1060
21199,45420,48240,6000,1242
21200,45420,46680,4800,1103
21201,45420,47100,6240,954
21202,45420,47220,6480,854
